Movie,Year,Score,Adjusted Score,Director,Cast,Consensus,Box Office Collection,Imdb_genre,IMDB Rating,metascore,time_minute,Votes,IMDB Rating Scaled
The Great Dictator,1940,93,97.831,Charles Chaplin,"Charles Chaplin, Paulette Goddard, Jack Oakie, Reginald Gardiner","After dedicated service in the Great War, a Jewish barber (Charles Chaplin) spends years in an army hospital recovering from...",48835.0,Comedy,84.0,70.0,125.0,220114.0,840.0
Raising Arizona,1987,90,94.509,Joel Coen,"Nicolas Cage, Holly Hunter, Trey Wilson, John Goodman","An ex-con and an ex-cop meet, marry and long for a child of their own. When it is discovered that...",22847660.0,Comedy,73.0,69.0,94.0,137092.0,730.0
Clueless,1995,81,89.102,Amy Heckerling,"Alicia Silverstone, Stacey Dash, Brittany Murphy, Paul Rudd","Shallow, rich and socially successful Cher (Alicia Silverstone) is at the top of her Beverly Hills high school's pecking scale....",57956568.0,Comedy,69.0,68.0,97.0,208750.0,690.0
Annie Hall,1977,97,104.913,Woody Allen,"Woody Allen, Diane Keaton, Tony Roberts, Carol Kane",Comedian Alvy Singer (Woody Allen) examines the rise and fall of his relationship with struggling nightclub singer Annie Hall (Diane...,38251425.0,Comedy,80.0,92.0,93.0,262656.0,800.0
His Girl Friday,1940,99,110.802,Howard Hawks,"Cary Grant, Rosalind Russell, Ralph Bellamy, Gene Lockhart","When hard-charging New York newspaper editor Walter Burns discovers that his ex-wife, investigative reporter Hildy Johnson, has gotten engaged to...",69679794.5,Comedy,78.0,70.0,92.0,57917.0,780.0
Trading Places,1983,88,89.013,John Landis,"Dan Aykroyd, Eddie Murphy, Ralph Bellamy, Don Ameche",Upper-crust executive Louis Winthorpe III (Dan Aykroyd) and down-and-out hustler Billy Ray Valentine (Eddie Murphy) are the subjects of a...,90400000.0,Comedy,75.0,69.0,116.0,149327.0,750.0
Bridesmaids,2011,90,101.285,Paul Feig,"Kristen Wiig, Maya Rudolph, Rose Byrne, Ellie Kemper","Annie (Kristen Wiig) is a single woman whose own life is a mess, but when she learns that her lifelong...",289632023.0,Comedy,68.0,75.0,125.0,287729.0,680.0
Young Frankenstein,1974,94,100.958,Mel Brooks,"Gene Wilder, Peter Boyle, Cloris Leachman, Marty Feldman",Respected medical lecturer Dr. Frederick Frankenstein (Gene Wilder) learns that he has inherited his infamous grandfather's estate in Transylvania. Arriving...,86300489.0,Comedy,80.0,80.0,106.0,155685.0,800.0
Shaun of the Dead,2004,92,99.891,Edgar Wright,"Simon Pegg, Kate Ashfield, Lucy Davis, Nick Frost","Shaun (Simon Pegg) is a 30-something loser with a dull, easy existence. When he's not working at the electronics store,...",29832586.0,Comedy,79.0,76.0,99.0,546339.0,790.0
The Blues Brothers,1980,73,81.055,John Landis,"John Belushi, Dan Aykroyd, James Brown, Cab Calloway","After his release from prison, Jake (John Belushi) reunites with his brother, Elwood (Dan Aykroyd) -- collectively known as the...",57245093.0,Comedy,79.0,60.0,133.0,195834.0,790.0
Coming to America,1988,73,75.49,John Landis,"Eddie Murphy, Arsenio Hall, John Amos, James Earl Jones","Prince Akeem (Eddie Murphy) is the prince of a wealthy African country and wants for nothing, except a wife who...",288800000.0,Comedy,71.0,47.0,117.0,204785.0,710.0
Life of Brian,1979,95,100.491,Terry Jones,"Graham Chapman, John Cleese, Terry Gilliam, Terry Jones","Brian Cohen (Graham Chapman) is an average young Jewish man, but through a series of ridiculous events, he gains a...",20522496.0,Comedy,80.0,77.0,94.0,392874.0,800.0
The Jerk,1979,83,86.144,Carl Reiner,"Steve Martin, Bernadette Peters, Catlin Adams, Mabel King","Navin (Steve Martin) believes he was born a poor black child in Mississippi. He is, however, actually white. Upon figuring...",73691419.0,Comedy,71.0,61.0,94.0,57511.0,710.0
The General,1926,92,96.451,Clyde Bruckman,"Buster Keaton, Marion Mack, Glen Cavender, Jim Farley","One of the most revered comedies of the silent era, this film finds hapless Southern railroad engineer Johnny Gray (Buster...",1263082.0,Comedy,82.0,70.0,67.0,89903.0,820.0
The Thin Man,1934,98,104.603,W. S. Van Dyke,"William Powell, Myrna Loy, Maureen O'Sullivan, Nat Pendleton","The recently divorced Clyde Wynant discovers that his new girlfriend has stolen $50,000 and is carrying on with other men....",69679794.5,Comedy,79.0,86.0,91.0,29253.0,790.0
This Is Spinal Tap,1984,95,99.701,Rob Reiner,"Rob Reiner, Michael McKean, Christopher Guest, Harry Shearer","""This Is Spinal Tap"" shines a light on the self-contained universe of a metal band struggling to get back on...",69679794.5,Comedy,79.0,92.0,82.0,138019.0,790.0
National Lampoon's Animal House,1978,90,95.073,John Landis,"John Belushi, Kevin Bacon, Donald Sutherland, Karen Allen","When they arrive at college, socially inept freshmen Larry (Thomas Hulce) and Kent (Stephen Furst) attempt to pledge the snooty...",141600000.0,Comedy,74.0,79.0,109.0,119507.0,740.0
Blazing Saddles,1974,89,93.934,Mel Brooks,"Cleavon Little, Gene Wilder, Madeline Kahn, Slim Pickens","In this satirical take on Westerns, crafty railroad worker Bart (Cleavon Little) becomes the first black sheriff of Rock Ridge,...",119500000.0,Comedy,77.0,73.0,93.0,136668.0,770.0
Bringing Up Baby,1938,94,103.306,Howard Hawks,"Katharine Hepburn, Cary Grant, Charlie Ruggles, May Robson","Harried paleontologist David Huxley (Cary Grant) has to make a good impression on society matron Mrs. Random (May Robson), who...",69679794.5,Comedy,78.0,91.0,102.0,60831.0,780.0
Modern Times,1936,98,117.153,Charlie Chaplin,"Charlie Chaplin, Paulette Goddard, Henry Bergman, Tiny Sandford",This comedic masterpiece finds the iconic Little Tramp (Charlie Chaplin) employed at a state-of-the-art factory where the inescapable machinery completely...,227291.0,Comedy,85.0,96.0,87.0,237256.0,850.0
The Apartment,1960,94,105.693,Billy Wilder,"Jack Lemmon, Shirley MacLaine, Fred MacMurray, Ray Walston",Insurance worker C.C. Baxter (Jack Lemmon) lends his Upper West Side apartment to company bosses to use for extramarital affairs....,24600000.0,Comedy,83.0,94.0,125.0,178190.0,830.0
Groundhog Day,1993,97,103.177,Harold Ramis,"Bill Murray, Andie MacDowell, Chris Elliott, Stephen Tobolowsky","Phil (Bill Murray), a weatherman, is out to cover the annual emergence of the groundhog from its hole. He gets...",71112677.0,Comedy,81.0,72.0,101.0,614695.0,810.0
The Princess Bride,1987,97,103.019,Rob Reiner,"Cary Elwes, Robin Wright, Mandy Patinkin, Chris Sarandon",A fairy tale adventure about a beautiful young woman and her one true love. He must find her after a...,31046322.0,Adventure,80.0,77.0,98.0,420883.0,800.0
The Big Lebowski,1998,83,88.625,Joel Coen,"Jeff Bridges, John Goodman, Julianne Moore, Steve Buscemi","Jeff Bridges plays Jeff Lebowski who insists on being called ""the Dude,"" a laid-back, easygoing burnout who happens to have...",46189568.0,Comedy,81.0,71.0,117.0,790544.0,810.0
It Happened One Night,1934,99,118.334,Frank Capra,"Claudette Colbert, Clark Gable, Walter Connolly, Roscoe Karns","In Frank Capra's acclaimed romantic comedy, spoiled heiress Ellie Andrews (Claudette Colbert) impetuously marries the scheming King Westley, leading her...",2500000.0,Comedy,81.0,87.0,105.0,102251.0,810.0
Some Like It Hot,1959,94,100.371,Billy Wilder,"Tony Curtis, Jack Lemmon, Marilyn Monroe, George Raft","After witnessing a Mafia murder, slick saxophone player Joe (Tony Curtis) and his long-suffering buddy, Jerry (Jack Lemmon), improvise a...",95697808.0,Comedy,82.0,98.0,121.0,262208.0,820.0
Monty Python and the Holy Grail,1975,97,103.951,Terry Gilliam,"Graham Chapman, John Cleese, Terry Gilliam, Eric Idle",A comedic send-up of the grim circumstances of the Middle Ages as told through the story of King Arthur and...,5028948.0,Comedy,82.0,91.0,91.0,531498.0,820.0
Airplane!,1980,97,103.122,Jim Abrahams,"Robert Hays, Julie Hagerty, Peter Graves, Robert Stack",This spoof comedy takes shots at the slew of disaster movies that were released in the 70s. When the passengers...,83453539.0,Comedy,77.0,78.0,88.0,233303.0,770.0
City Lights,1931,97,103.394,Charles Chaplin,"Charlie Chaplin, Virginia Cherrill, Harry Myers, Hank Mann",A hapless but resilient tramp (Charlie Chaplin) falls in love with a blind flower girl (Virginia Cherrill) on the tough...,60758.0,Comedy,85.0,99.0,87.0,181567.0,850.0
The Three Musketeers,1921,92,94.031,Fred Niblo,"Douglas Fairbanks, Leon Barry, George Siegmann, Eugene Pallette","Leaving his country village, D'Artagnan (Douglas Fairbanks) heads to Paris in hopes of becoming a musketeer. Soon after, he meets...",139877913.0,Comedy,63.0,43.0,105.0,54557.0,630.0
King Kong,1933,99,108.482,Merian C. Cooper,"Fay Wray, Bruce Cabot, Robert Armstrong, Frank Reicher",Actress Ann Darrow (Fay Wray) and director Carl Denham (Robert Armstrong) travel to the Indian Ocean to do location shoots...,550517357.0,Drama,72.0,81.0,187.0,416401.0,720.0
The Adventures of Robin Hood,1938,100,108.699,Michael Curtiz,"Errol Flynn, Olivia de Havilland, Basil Rathbone, Claude Rains","When King Richard the Lionheart is captured, his scheming brother Prince John (Claude Rains) plots to reach the throne, to...",69679794.5,Adventure,79.0,97.0,102.0,50623.0,790.0
The Wizard of Oz,1939,98,114.626,Victor Fleming,"Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr","When a tornado rips through Kansas, Dorothy (Judy Garland) and her dog, Toto, are whisked away in their house to...",34949482.0,Adventure,81.0,92.0,102.0,389992.0,810.0
Gunga Din,1939,92,93.829,George Stevens,"Cary Grant, Douglas Fairbanks Jr., Victor McLaglen, Joan Fontaine","British army sergeants Ballantine (Douglas Fairbanks Jr.), Cutter (Cary Grant) and MacChesney (Victor McLaglen) serve in India during the 1880s,...",69679794.5,Adventure,72.0,70.0,117.0,11901.0,720.0
The Treasure of the Sierra Madre,1948,100,106.384,John Huston,"Humphrey Bogart, Walter Huston, Tim Holt, Bruce Bennett","In this classic adventure film, two rough-and-tumble wanderers, Dobbs (Humphrey Bogart) and Curtin (Tim Holt), meet up with a veteran...",69679794.5,Drama,82.0,98.0,126.0,123110.0,820.0
The African Queen,1951,96,101.654,John Huston,"Humphrey Bogart, Katharine Hepburn, Robert Morley, Peter Bull","After religious spinster's (Katharine Hepburn) missionary brother is killed in WWI Africa, dissolute steamer captain (Humphrey Bogart) offers her safe...",10751747.0,Adventure,77.0,91.0,105.0,77860.0,770.0
"20,000 Leagues Under the Sea",1954,90,91.297,Richard Fleischer,"Kirk Douglas, James Mason, Paul Lukas, Peter Lorre","In 1866, Professor Pierre M. Aronnax (Paul Lukas) and his assistant Conseil (Peter Lorre), stranded in San Francisco by reports...",28200000.0,Drama,72.0,83.0,127.0,33404.0,720.0
Moby Dick,1956,83,83.654,John Huston,"Gregory Peck, Richard Basehart, Leo Genn, Orson Welles","Capt. Ahab (Gregory Peck) has a vendetta against Moby Dick, the great white whale responsible for taking his leg. He...",10412401.0,Drama,73.0,70.0,116.0,19869.0,730.0
The Hidden Fortress,1958,97,99.658,Akira Kurosawa,"Toshirô Mifune, Misa Uehara, Minoru Chiaki, Kamatari Fujiwara",Japanese peasants Matashichi (Kamatari Fujiwara) and Tahei (Minoru Chiaki) try and fail to make a profit from a tribal war....,69679794.5,Adventure,81.0,89.0,126.0,38512.0,810.0
Journey to the Center of the Earth,1959,83,83.26,Henry Levin,"Pat Boone, James Mason, Arlene Dahl, Diane Baker",A geologist (James Mason) and his assistant (Pat Boone) set off on an expedition to the center of the earth....,243180937.0,Sci-Fi,58.0,57.0,93.0,121404.0,580.0
Lawrence of Arabia,1962,94,105.563,David Lean,"Peter O'Toole, Alec Guinness, Anthony Quinn, Omar Sharif","Due to his knowledge of the native Bedouin tribes, British Lieutenant T.E. Lawrence (Peter O'Toole) is sent to Arabia to...",69995047.0,Drama,83.0,100.0,218.0,288004.0,830.0
The Great Escape,1963,94,98.848,John Sturges,"Steve McQueen, James Garner, Richard Attenborough, Charles Bronson","Imprisoned during World War II in a German POW camp, a group of Allied soldiers are intent on breaking out,...",11972798.0,Drama,82.0,86.0,172.0,240720.0,820.0
The Man Who Would Be King,1975,97,98.159,John Huston,"Sean Connery, Michael Caine, Christopher Plummer, Saeed Jaffrey","Based on a short story by Rudyard Kipling, this adventure film follows the exploits of Peachy Carnehan (Michael Caine) and...",69679794.5,Adventure,78.0,91.0,129.0,48433.0,780.0
Indiana Jones and the Temple of Doom,1984,84,88.961,Steven Spielberg,"Harrison Ford, Kate Capshaw, Ke Huy Quan, Amrish Puri",The second of the Lucas/Spielberg Indiana Jones epics is set a year or so before the events in Raiders of...,333080271.0,Adventure,75.0,57.0,118.0,478035.0,750.0
Romancing the Stone,1984,85,88.751,Robert Zemeckis,"Michael Douglas, Kathleen Turner, Danny DeVito, Zack Norman","A dowdy romantic-adventure writer is hurled into a real-life adventure in the Colombian jungle in order to save her sister,...",115078260.0,Comedy,69.0,63.0,106.0,92230.0,690.0
The Goonies,1985,76,79.633,Richard Donner,"Sean Astin, Josh Brolin, Jeff Cohen, Corey Feldman",When two brothers find out they might lose their house they are desperate to find a way to keep their...,64140041.0,Comedy,77.0,62.0,114.0,265157.0,770.0
Return to Oz,1985,54,56.179,Walter Murch,"Fairuza Balk, Nicol Williamson, Jean Marsh, Piper Laurie","Dorothy discovers she is back in the land of Oz, and finds the yellow brick road is now a pile...",10618813.0,Horror,67.0,42.0,113.0,27036.0,670.0
Flight of the Navigator,1986,84,85.38,Randal Kleiser,"Joey Cramer, Veronica Cartwright, Cliff De Young, Sarah Jessica Parker","This 1978 Disney adventure tells the story of 12-year-old David (Joey Cramer) who lives with his family in Fort Lauderdale,...",18564613.0,Comedy,69.0,64.0,90.0,47737.0,690.0
Labyrinth,1986,75,78.415,Jim Henson,"David Bowie, Jennifer Connelly, Toby Froud, Shelley Thompson",Teenage Sarah (Jennifer Connelly) journeys through a maze to recover her baby brother (Toby Froud) from a goblin king (David...,13047837.0,Adventure,73.0,50.0,101.0,134208.0,730.0
Indiana Jones and the Last Crusade,1989,88,93.997,Steven Spielberg,"Harrison Ford, Sean Connery, Denholm Elliott, Alison Doody",An art collector appeals to Jones to embark on a search for the Holy Grail. He learns that another archaeologist...,474171806.0,Adventure,82.0,65.0,127.0,738233.0,820.0
"Honey, I Shrunk the Kids",1989,77,79.235,Joe Johnston,"Rick Moranis, Matt Frewer, Marcia Strassman, Kristine Sutherland","When kids sneak into inventor Wayne Szalinski's (Rick Moranis) upstairs lab to retrieve an errant baseball, his experimental shrink ray...",222700000.0,Sci-Fi,64.0,63.0,93.0,152554.0,640.0
Hook,1991,29,33.563,Steven Spielberg,"Dustin Hoffman, Robin Williams, Julia Roberts, Bob Hoskins","When his young children are abducted by his old nemesis, Capt. Hook (Dustin Hoffman), middle-aged lawyer Peter Banning (Robin Williams)...",300854823.0,Comedy,68.0,52.0,142.0,250202.0,680.0
White Fang,1991,65,65.712,Randal Kleiser,"Klaus Maria Brandauer, Ethan Hawke, Seymour Cassel, Susan Hogan","This adaptation of Jack London's wilderness tale focuses on young Jack Conroy (Ethan Hawke), who has arrived in Alaska to...",34729091.0,Adventure,67.0,62.0,107.0,20838.0,670.0
Robin Hood: Prince of Thieves,1991,51,53.708,Kevin Reynolds,"Kevin Costner, Morgan Freeman, Mary Elizabeth Mastrantonio, Christian Slater",Nobleman crusader Robin of Locksley (Kevin Costner) breaks out of a Jerusalem prison with the help of Moorish fellow prisoner...,390500000.0,Drama,69.0,51.0,143.0,191022.0,690.0
The Last of the Mohicans,1992,93,96.192,Michael Mann,"Daniel Day-Lewis, Madeleine Stowe, Russell Means, Eric Schweig","The last members of a dying Native American tribe, the Mohicans -- Uncas (Eric Schweig), his father Chingachgook (Russell Means),...",75505856.0,Drama,77.0,76.0,112.0,165915.0,770.0
Jumanji,1995,52,54.554,Joe Johnston,"Robin Williams, Bonnie Hunt, Kirsten Dunst, Bradley Pierce",A magical board game unleashes a world of adventure on siblings Peter (Bradley Pierce) and Judy Shepherd (Kirsten Dunst). While...,262758310.0,Comedy,70.0,39.0,104.0,336751.0,700.0
The Mask of Zorro,1998,83,85.556,Martin Campbell,"Antonio Banderas, Anthony Hopkins, Catherine Zeta-Jones, Stuart Wilson","After being imprisoned for 20 years, Zorro -- Don Diego de la Vega (Anthony Hopkins) -- receives word that his...",233700000.0,Comedy,68.0,63.0,136.0,181547.0,680.0
The Mummy,1999,61,65.067,Stephen Sommers,"Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo","The Mummy is a rousing, suspenseful and horrifying epic about an expedition of treasure-seeking explorers in the Sahara Desert in...",416385488.0,Horror,54.0,34.0,110.0,184024.0,540.0
The Lord of the Rings: The Fellowship of the Ring,2001,91,100.767,Peter Jackson,"Elijah Wood, Ian McKellen, Liv Tyler, Viggo Mortensen","The future of civilization rests in the fate of the One Ring, which has been lost for centuries. Powerful forces...",69679794.5,Drama,88.0,92.0,178.0,1798694.0,880.0
Lara Croft: Tomb Raider,2001,20,26.426,Simon West,"Angelina Jolie, Jon Voight, Iain Glen, Noah Taylor",This live action feature is inspired by the most successful interactive video-game character in history -- Lara Croft. Beautiful and...,273330185.0,Thriller,57.0,33.0,100.0,207645.0,570.0
The Count of Monte Cristo,2002,73,77.645,Kevin Reynolds,"Jim Caviezel, Guy Pearce, Dagmara Dominczyk, Richard Harris","The classic story of an innocent man wrongly, but deliberately imprisoned and his brilliant strategy for revenge against those who...",75389090.0,Drama,77.0,61.0,131.0,136525.0,770.0
